Year;Sort;Destination;Total;Other North;Other South;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bosnia and Herzegovina;Botswana;Brazil;Virgin Islands, British;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cape Verde;Cambodia;Cameroon;Canada;Caribbean Netherlands;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;Colombia;Comoros;Congo (Brazzaville);Cook Islands;Costa Rica;Ivory Coast;Croatia;Cuba;Curacao;Cyprus;Czech Republic;North Korea;Congo (Kinshasa);Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Falkland Islands (Malvinas);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy See (Vatican City State);Honduras;Hungary;Iceland;India;Indonesia;Iran;Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao People's Democratic Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia;Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;South Korea;Moldova;Reunion;Romania;Russia;Rwanda;Saint Helena, Ascension and Tristan da Cunha;Saint Kitts and Nevis;Saint Lucia;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Samoa;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;South Sudan;Spain;Sri Lanka;Palestinian Territories;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;Macedonia;Thailand;Timor-Leste;Togo;Tokelau;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;Tanzania;United States;Virgin Islands, British;Uruguay;Uzbekistan;Vanuatu;Venezuela;Vietnam;Wallis and Futuna;Yemen;Zambia;Zimbabwe
2015;2015150;Iceland;39072;..;..;13;45;40;..;2;34;..;..;46;8;1;122;127;13;6;1;4;1;41;121;..;1;3;..;14;152;..;140;..;..;244;1;..;33;1;7;280;..;..;..;..;..;78;589;191;..;..;..;7;1;171;57;..;5;249;..;2;3327;..;2;32;32;29;13;9;7;130;71;335;..;1;180;545;..;..;..;10;22;1671;62;..;45;65;..;..;..;37;18;..;20;12;..;35;220;..;309;130;63;57;106;..;37;263;18;99;13;21;91;..;2;1;..;745;30;..;1;4;..;1519;143;2;4;35;..;2;8;..;..;..;5;..;93;..;1;20;..;..;168;23;1;35;..;99;291;..;50;7;..;72;..;..;1050;..;38;..;6;4;4;76;1586;11116;583;..;2;37;21;..;405;368;4;..;..;..;..;..;..;..;..;8;21;311;..;15;17;..;246;32;1;2;82;..;547;166;..;..;..;..;1998;160;35;2;41;1212;..;5;..;1;3;28;73;1;..;..;37;277;6;1324;28;2046;..;9;10;..;39;621;..;..;8;11
2015;2015151;Ireland;749943;..;..;148;297;588;..;2;480;1;2;327;53;7;6601;784;50;27;82;3232;18;611;1638;2;34;57;7;17;640;80;10292;1;16;1974;9;48;4;11;346;5323;..;25;8;10;..;142;12683;..;..;2519;..;11;133;506;83;..;288;6081;131;52;980;1;1;10;39;532;27;..;38;2744;154;3;4;14;966;11147;..;1;4;57;255;14368;504;39;636;1;14;..;..;125;50;1;29;4;..;12;8206;38;19764;128;445;453;..;..;220;7910;120;529;111;259;482;..;201;32;34;22126;133;39;107;439;2;38572;156;12;76;4186;2;29;372;..;..;8;3231;..;305;..;7;318;..;1;274;39;64;38;..;136;4980;7;2271;16;129;21894;..;..;305;49;9219;..;16;13;27;127;15312;127507;2486;..;35;193;3787;..;19919;6570;80;7;2;7;..;2;13;..;..;429;22;..;11;196;216;..;11838;210;2;531;8983;..;7751;238;67;588;12;21;1868;553;114;21;655;535;3;114;..;1;111;100;489;4;1;..;149;4564;201;258444;125;30690;..;55;92;1;128;635;..;31;340;3098
2015;2015152;Isle of Man;45221;1422;733;..;..;..;..;..;..;..;..;..;..;..;371;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;206;..;..;..;..;263;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2202;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;95;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;601;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;39052;..;276;..;..;..;..;..;..;..;..;..;..
2015;2015153;Latvia;265418;..;..;20;5;14;..;..;1;..;..;18;773;..;139;119;2040;..;..;6;..;45962;97;..;..;..;..;..;5;..;31;..;..;451;..;..;..;..;1;124;..;..;..;..;..;4;192;8;..;..;..;..;1;5;47;..;18;208;11;..;241;..;..;..;..;35;..;..;..;2886;..;..;..;..;232;277;..;..;..;..;1353;2597;..;..;28;..;..;..;..;..;..;..;..;..;..;..;204;33;85;2;31;9;638;..;98;265;..;12;5;5919;2;..;2;827;..;..;40;..;..;5;..;16964;10;..;..;3;..;..;8;..;..;..;..;..;37;..;..;107;..;..;9;..;..;..;..;11;112;..;11;..;..;10;..;..;161;..;29;..;..;..;..;6;4;1034;43;..;..;31;1710;..;260;137224;..;..;..;..;..;..;..;..;..;1;..;5;..;..;4;..;46;9;..;4;10;1;164;33;..;..;..;..;376;76;16;561;..;10;..;..;..;..;1;1;88;598;..;..;1;35785;7;1148;..;597;..;1;1925;..;29;8;..;..;..;3
2015;2015154;Lithuania;136021;122;215;21;..;..;..;..;..;..;..;57;574;..;38;51;873;..;..;..;..;35005;174;..;..;..;..;..;..;..;60;..;..;71;..;..;..;..;..;31;..;..;..;..;..;..;51;..;..;..;..;..;..;..;..;..;28;80;..;..;300;..;..;..;..;48;..;..;..;811;..;..;..;..;86;284;..;..;..;..;612;1512;..;..;49;..;..;..;..;..;..;..;..;..;..;..;98;46;..;..;70;..;1240;..;33;286;..;24;..;4541;..;..;..;385;..;5644;44;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;64;..;..;..;..;..;..;..;..;111;..;..;..;..;24;..;..;967;..;54;..;..;..;..;..;..;2228;50;..;..;..;601;..;181;59466;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;29;..;..;..;..;..;557;..;..;..;..;..;260;43;..;332;..;..;..;..;..;..;..;..;64;245;..;..;..;12233;23;3301;..;609;..;22;959;..;..;34;..;..;..;..
2015;2015155;Norway;746375;787;9924;13319;977;1222;..;..;488;..;..;1092;306;..;2189;1597;514;20;31;1006;22;1002;1682;..;28;..;370;534;13425;119;5207;..;33;5774;32;1036;394;406;690;3050;..;..;..;23;..;6671;11271;5728;..;2181;..;279;329;3429;971;..;193;2161;40;247;25415;54;..;800;762;1085;204;..;14912;5127;7789;889;..;41;6866;6324;..;..;..;1166;316;28385;1908;..;2283;292;..;..;..;448;267;55;87;41;..;116;3964;8324;12043;1541;16284;22296;1113;..;825;3995;158;1403;416;901;1961;..;398;191;100;9706;1873;..;940;534;23;36162;135;476;117;824;..;50;95;..;..;58;188;..;1233;..;..;141;407;..;5578;190;3155;84;..;1567;8707;..;636;191;50;1759;..;..;..;55;19512;..;60;..;151;1494;20719;91773;2942;29;61;7529;774;..;12161;17305;623;..;..;..;..;..;..;..;..;605;251;4124;..;520;758;..;3863;379;..;27208;1461;179;6182;9332;3362;3144;39;..;49518;2211;5506;103;2492;18159;..;113;..;..;351;1013;11260;75;..;..;1130;4262;409;19457;927;17568;..;236;479;..;1073;13882;..;351;541;290
2015;2015156;Sweden;1602522;49792;33195;28621;2127;2956;..;..;746;..;..;3133;2480;..;3881;5841;2836;29;87;7193;110;2741;2383;..;88;..;26;4413;57648;106;6977;..;..;8377;83;2888;374;585;1387;3554;..;..;107;65;..;28393;29470;11782;..;803;..;417;934;7493;2669;..;708;1710;83;3111;42640;299;42;712;2367;5839;2901;43;21964;10332;16246;..;..;61;159483;9061;..;..;24;4757;1254;49668;2573;..;15271;..;41;..;..;815;509;135;124;144;..;371;16294;5367;22066;2386;68865;130995;2487;..;2589;10078;345;3214;3696;1862;3559;..;2084;945;503;6567;25860;55;947;2176;..;10555;309;112;73;1536;21;134;166;..;..;63;186;..;2447;..;42;2370;840;..;9086;328;1516;125;..;887;10246;..;1116;778;43;4384;..;..;42566;51;11254;..;298;32;200;7444;12053;82210;3478;..;136;10804;741;..;24820;19147;542;..;..;35;..;..;24;..;..;3010;755;9147;68;812;740;..;1495;1195;..;58269;2401;..;9554;7001;5185;3325;38;29;..;3436;68095;303;6117;38368;..;354;..;34;294;4864;46435;234;..;..;4002;6870;1407;24552;1694;19691;..;2185;3498;..;1117;16733;..;1341;518;544
2015;2015157;United Kingdom;8411021;28061;12162;76256;28688;20924;..;49;12255;454;3116;8844;1396;528;125135;16924;2438;1615;4883;217230;15811;3692;35029;1132;528;3589;361;3155;6605;2740;53056;227;4470;69051;184;3759;997;1017;8587;87086;..;712;133;289;15554;5984;197182;21598;120;7457;..;606;6657;7042;2078;..;60084;49041;14583;16357;28024;379;5343;1158;7349;38033;739;243;14844;7301;12990;333;755;5268;11173;153149;..;67;306;9511;2642;286322;108102;9324;57039;46;7807;..;..;818;1972;2006;18297;265;..;532;80056;1735;795776;8068;86091;71080;382503;8259;15294;162151;137172;43040;4930;4236;134151;141;10962;882;558;94066;13359;663;2998;13793;24;151116;1631;874;13939;62075;313;320;28031;..;..;181;34045;..;8191;..;335;1420;876;6105;34023;4967;10189;2066;23;67054;69068;94;59067;316;169;199216;..;..;14224;2676;503540;..;599;935;636;6073;132139;831703;140098;..;2110;5278;2665;10;220089;46042;3729;2275;4732;7672;..;6246;181;..;801;30036;1665;7026;3024;31025;44045;..;85067;1792;283;114110;200218;..;125091;132138;..;15411;371;1244;31035;16737;7761;354;2472;39047;1566;1359;..;232;19783;5152;72100;611;85;..;60065;18262;9604;..;41038;181212;104;1148;2233;131;7670;29032;..;15135;27030;112132
2015;2015159;Albania;52031;4626;1139;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;906;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;31596;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8896;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;534;..;..;..;..;..;..;..;1961;..;..;..;..;..;..;..;..;2373;..;..;..;..;..;..;..;..;..;..
2015;2015160;Andorra;42082;1919;611;..;..;..;..;..;..;..;..;640;..;..;61;..;..;..;..;..;..;..;202;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;201;..;..;..;..;..;..;..;..;..;..;..;..;..;..;105;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3764;..;..;..;..;..;318;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;430;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;441;..;..;..;..;..;229;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;399;..;11012;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;20446;..;..;..;..;..;46;75;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;988;..;99;..;96;..;..;..;..;..;..;..;..
2015;2015161;Bosnia and Herzegovina;38574;471;482;..;..;..;..;..;..;..;..;..;..;..;..;209;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12776;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;174;..;..;..;..;..;554;..;..;..;..;..;..;..;..;..;..;..;..;..;..;160;..;..;..;..;..;..;..;..;116;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4398;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;406;177;..;..;..;..;..;..;..;..;..;..;..;10222;..;..;..;..;3389;1961;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3079;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2015;2015162;Croatia;575738;14809;4985;..;173;56;..;..;..;..;..;200;..;..;1595;5148;..;..;..;..;..;94;375;..;..;..;..;32;404874;..;193;..;..;305;..;..;..;..;..;1004;..;..;..;..;..;126;446;45;..;..;..;..;..;..;..;..;..;949;..;..;102;..;..;..;..;247;..;..;..;20;..;..;..;..;39;1760;..;..;..;..;..;33774;..;..;147;..;..;..;..;..;..;..;..;..;..;..;1044;..;67;27;48;82;53;..;55;3140;..;56;68;67;..;..;..;..;..;27;65;..;..;150;..;26;31;..;..;..;..;..;..;..;..;..;..;..;39;..;..;..;6181;..;29;..;..;..;..;..;809;..;116;..;..;29;..;..;113;..;..;..;..;..;..;86;75;737;50;..;..;27;114;..;499;1311;..;..;..;..;..;..;..;..;..;..;..;51185;..;..;..;..;644;19587;..;..;203;..;188;..;43;66;..;..;628;3009;180;..;10055;..;..;..;..;..;..;..;86;..;..;..;..;758;..;670;..;1616;..;..;..;..;55;..;..;..;46;..
2015;2015163;Gibraltar;11065;1415;909;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;996;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2072;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5673;..;..;..;..;..;..;..;..;..;..;..;..
2015;2015164;Greece;1242924;..;..;6331;437356;1102;..;4;9;11;29;641;14287;1;20224;2253;507;23;23;9812;11;1457;5124;5;8;8;2;23;440;8;2216;1;..;72893;79;133;14;22;462;12611;..;..;393;19;2;367;3396;399;73;1414;..;38;115;429;352;..;21607;4430;34;209;901;39;19;566;84;28267;50;1;280;129;2420;1;..;1;771;6695;..;10;8;50;83388;114343;597;5;..;3;2;..;..;30;182;..;11;38;..;50;1728;54;10152;443;1905;3651;590;5;712;6303;12;509;813;26982;454;..;140;548;41;352;2052;..;31;641;10;545;139;130;..;63;3;29;90;..;..;118;38;..;396;..;45;8;..;78;2076;65;20;8;..;50;3746;..;491;160;24;2857;..;..;517;5;31295;188;157;4;79;291;8470;15664;325;..;1103;211;10049;..;46193;54192;97;4;2;..;1;7;449;1;7;426;640;4382;24;175;82;..;863;130;..;742;6910;..;1181;889;1001;1855;9;22;5419;3698;7044;97;2169;378;217;14;..;..;18;636;33489;116;..;11;140;19457;86;17679;395;23249;..;113;8208;71;1026;210;1;27;239;420
2015;2015165;Holy See (Vatican City State);803;487;316;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2015;2015166;Italy;5805325;..;..;6568;447583;22471;..;130;1869;..;23;73183;1256;..;19850;16331;709;93;50;97036;50;32383;46393;24;2566;..;35;15698;11106;44;104207;..;32;57691;11657;1007;6160;1322;11457;25540;..;..;238;563;..;12427;200434;39532;37;3385;..;1508;25555;24709;33469;..;650;10403;125;6087;3238;89;337;42269;88329;108490;12464;121;13593;1382;30401;..;..;44;2827;134403;..;..;384;1515;12226;220013;46548;..;17405;..;16;..;..;2135;3899;782;74;703;178;2323;12889;207;136403;3159;14433;3889;3629;..;3883;..;346;8285;2991;3851;3641;5;543;1326;260;3200;7086;31;2006;36222;132;5646;4799;2382;171;613;34;4177;1928;5;..;677;9499;..;8827;13;1617;275;2285;..;425238;857;441;93;2;1775;13034;..;901;1175;1060;56259;..;..;1981;52;84792;7;1021;32;2636;116038;143457;118641;6415;..;80;3931;166819;..;1021613;80750;778;..;4;22;..;20;68;1913;74;962;84815;45581;978;1377;567;..;10996;4699;4;11556;5657;..;31829;85093;391;2914;50;36;6411;198170;6058;186;73033;9866;79;5152;..;21;167;107671;20491;206;..;6;967;232241;370;70986;1604;54679;..;7500;2509;23;48970;5258;..;263;874;881
2015;2015167;Malta;42430;28;1977;..;90;61;..;..;..;..;..;12;32;..;5053;129;..;..;..;17;..;33;194;..;..;..;..;..;191;..;112;..;..;1055;..;..;..;..;..;2053;..;..;..;..;..;..;417;..;..;..;..;..;..;85;..;..;52;95;..;..;153;..;..;..;..;546;..;..;610;..;400;..;..;..;92;502;..;..;..;..;47;1147;79;..;90;..;..;..;..;..;..;..;..;..;..;..;168;..;307;26;35;96;318;..;13;1823;..;53;46;..;38;..;67;..;..;90;75;..;..;935;..;52;..;..;..;46;..;..;..;..;..;..;..;..;..;..;..;..;..;..;260;..;..;..;..;..;496;..;50;..;43;397;..;..;77;..;213;..;..;..;..;32;559;290;67;..;..;..;40;..;791;1107;..;..;..;..;..;..;..;..;..;31;..;643;..;..;36;..;119;25;..;1210;203;..;176;20;62;273;..;..;543;121;307;..;35;125;..;..;..;..;15;376;268;..;..;..;..;336;30;12046;..;1403;..;..;23;..;..;..;..;..;..;42
2015;2015168;Montenegro;82541;288;685;..;2754;..;..;..;..;..;..;..;..;..;137;257;..;..;..;..;..;..;..;..;..;..;..;..;34259;..;..;..;..;78;..;..;..;..;..;69;..;..;..;..;..;..;..;..;..;..;..;..;..;16344;..;..;..;120;..;..;97;..;..;..;..;..;..;..;..;..;..;..;..;..;..;446;..;..;..;..;..;1876;..;..;56;..;..;..;..;..;..;..;..;..;..;..;47;..;..;..;..;..;..;..;..;209;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;100;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;155;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;98;..;..;..;..;..;..;106;925;..;..;..;..;..;..;..;..;..;..;..;17433;..;..;..;..;56;1617;..;..;..;..;..;..;..;..;..;..;151;212;..;..;3317;..;..;..;..;..;..;..;88;..;..;..;..;141;..;103;..;317;..;..;..;..;..;..;..;..;..;..
2015;2015169;Portugal;864814;984;2577;..;50;230;..;372;156251;..;..;1320;100;..;1202;504;65;..;..;1470;..;946;3421;..;33;..;..;213;42;..;134245;..;..;5179;..;..;59532;..;73;7275;..;..;..;..;..;194;10461;644;..;474;..;..;130;81;1621;..;29;247;73;1816;395;..;..;66;447;420;85;221;..;128;30;..;..;..;334;90792;..;..;566;114;1070;26905;192;..;186;..;..;..;..;30;4500;28422;..;..;..;..;398;28;7809;247;203;42;1561;..;339;2726;26;309;28;872;101;..;..;..;..;206;73;..;28;28;202;364;3926;26;457;49;..;113;43;..;..;40;..;..;264;..;..;..;77;..;1968;70228;..;..;..;530;3960;..;44;..;..;265;..;..;331;..;1935;..;35;..;53;285;474;974;..;..;..;129;19726;..;22763;5674;..;..;..;..;..;..;..;..;17915;..;2078;51;..;53;28;..;92;55;..;..;11028;..;15843;26;..;..;..;578;803;16183;26;..;272;272;1717;74;..;..;..;137;296;..;..;..;27;46533;..;18383;68;6957;..;225;879;..;24174;53;..;..;..;1145
2015;2015170;San Marino;5174;115;131;..;35;..;..;..;..;..;..;81;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;28;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;28;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4503;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;29;..;..;..;..;..;..;128;34;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;62;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2015;2015171;Serbia;807441;105;559;..;467;53;..;..;..;..;..;49;158;..;675;6998;..;..;..;..;..;134;217;..;..;..;..;..;335992;..;85;..;..;1134;..;..;..;..;..;612;..;..;..;..;..;..;1763;..;..;..;..;..;..;283247;29;..;173;514;..;..;183;..;..;..;..;77;..;..;..;..;..;..;..;..;34;5388;..;..;..;..;48;16083;29;..;914;..;..;..;..;..;..;..;..;..;..;..;1800;..;295;32;65;176;52;..;109;1923;..;39;99;97;..;..;67;..;..;..;45;..;..;374;..;28;90;..;..;..;..;..;53;..;..;..;..;..;26;..;..;..;71224;..;33;..;..;..;..;..;752;..;24;..;..;..;..;..;138;..;..;..;..;..;..;49;43;664;39;..;..;26;230;..;3607;2944;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;476;10930;..;..;141;..;158;..;76;..;..;..;1191;2856;123;..;46737;..;..;..;..;..;..;40;388;29;..;..;..;1274;24;647;..;1286;..;..;80;..;37;..;..;..;57;28
2015;2015172;Slovenia;237616;84;28;24;147;27;..;..;1;..;..;414;12;..;360;2801;9;..;..;2;..;142;307;1;1;..;..;10;100218;1;113;..;..;1171;3;2;3;5;16;386;..;..;33;..;..;27;857;40;..;8;..;3;1;46686;69;..;15;385;48;5;57;..;..;164;149;8;..;112;..;7;27;..;..;..;15;15534;..;..;1159;..;15;17;7536;..;37;90;..;..;..;..;..;4;..;17;..;9;4;399;7;142;42;88;57;..;43;33;3622;8;80;59;99;..;11873;10;6;2;37;22;..;3;39;10;32;38;14;1;7;..;5;..;..;7;..;..;7;..;..;335;3;..;2824;21;3;1;..;2;13;..;..;322;1;..;..;..;273;15;..;..;..;..;..;1;51;113;410;..;51;729;68;..;..;462;2068;10;..;..;..;..;..;..;..;..;16;4;26895;..;4;..;10;..;..;596;34;..;315;459;25;16;..;15;..;329;973;13;32;1;218;..;..;..;..;2;52;115;..;..;4;3;1791;11;2;555;..;697;10;..;31;45;..;2;12;4
2015;2015173;Spain;5891208;11380;3795;458;1941;56038;..;5900;3553;..;..;251841;9516;..;6376;8844;616;58;56;9836;43;3886;44130;34;398;..;..;150680;2119;..;99187;..;22;126875;1147;107;4445;95;5178;6922;..;..;162;122;..;54400;155713;347505;..;2105;..;3339;2958;1684;131134;..;366;8548;115;1468;11539;21;966;156905;416394;4128;9192;19339;137;1875;3713;..;..;32;12359;203692;..;..;278;17017;8760;200641;12043;..;3982;..;622;..;..;7411;9689;5369;111;723;..;41333;9297;1122;34447;1937;5888;1829;14925;..;2858;106324;282;6128;2261;1797;1555;..;483;333;188;3987;3341;..;819;966;115;16284;1425;462;65;602;..;17576;312;..;..;8532;241;..;48613;119;235;419;167;..;699880;1197;87;126;..;3136;46711;..;1073;20361;280;30198;..;..;16018;51;54547;..;4246;30;58926;184802;42659;63864;112032;..;91;4189;17084;..;646181;79255;283;..;..;45;..;..;..;37;189;845;49461;3900;40;1025;503;..;7297;1312;..;272;2829;..;..;628;..;389;218;..;19318;62286;5910;84;627;2084;..;508;..;..;206;2734;3969;60;..;34;211;81618;326;305969;360;42291;..;73640;642;..;160478;1634;..;139;148;335
2015;2015174;Macedonia;130730;609;919;..;67799;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8713;..;..;..;..;1072;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1433;..;..;..;53;..;..;..;..;..;..;..;1964;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;42;..;..;233;..;..;..;..;..;..;..;..;..;..;..;81;..;..;..;..;..;..;..;..;37;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9229;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;100;..;..;..;..;..;..;23;215;..;..;..;..;..;..;..;..;..;..;..;17930;..;..;..;..;36;256;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;19922;..;..;..;..;64;..;..;..;..;..;..;..;..;..;..;..;..;..;..
